WellID,Date,Elevation,Type
W051,1993-01-11,1360.5,RPELEV
W055,1993-01-11,1357.5,RPELEV
W079,1993-01-11,1336.3,RPELEV
W086,1993-01-11,1345.7,RPELEV
W087,1993-01-11,1335.6,RPELEV
W092,1993-01-11,1358.4,RPELEV
W093,1993-01-11,1358.4,RPELEV
W037,1993-01-11,1344.3,Well Water Level
W051,1993-01-11,1345.9,Well Water Level
W055,1993-01-11,1330,Well Water Level
W079,1993-01-11,NA,Well Water Level
W086,1993-01-11,1326.8,Well Water Level
W087,1993-01-11,1325.5,Well Water Level
W092,1993-01-11,1342.7,Well Water Level
W093,1993-01-11,1342.7,Well Water Level
W037,1993-02-01,1360.5,RPELEV
W051,1993-02-01,1360.5,RPELEV
W055,1993-02-01,1357.5,RPELEV
W079,1993-02-01,1336.3,RPELEV
W086,1993-02-01,1345.7,RPELEV
W087,1993-02-01,1335.6,RPELEV
W092,1993-02-01,1358.4,RPELEV
W093,1993-02-01,1358.4,RPELEV
W037,1993-02-01,1352.4,Well Water Level
W051,1993-02-01,1353.5,Well Water Level
W055,1993-02-01,1342,Well Water Level
W079,1993-02-01,1327.8,Well Water Level
W086,1993-02-01,1330.5,Well Water Level
W087,1993-02-01,1330.8,Well Water Level
W092,1993-02-01,1345.5,Well Water Level
W093,1993-02-01,1345.3,Well Water Level
W037,1993-03-01,1360.5,RPELEV
W051,1993-03-01,1360.5,RPELEV
W055,1993-03-01,1357.5,RPELEV
W079,1993-03-01,1336.3,RPELEV
W086,1993-03-01,1345.7,RPELEV
W087,1993-03-01,1335.6,RPELEV
W092,1993-03-01,1358.4,RPELEV
W093,1993-03-01,1358.4,RPELEV
W037,1993-03-01,1357.1,Well Water Level
W051,1993-03-01,1359.1,Well Water Level
W055,1993-03-01,1351.2,Well Water Level
W079,1993-03-01,1330.8,Well Water Level
W086,1993-03-01,1332.8,Well Water Level
W087,1993-03-01,1333.7,Well Water Level
W092,1993-03-01,1347,Well Water Level
W093,1993-03-01,1346.9,Well Water Level
W037,1993-03-30,1360.5,RPELEV
W051,1993-03-30,1360.5,RPELEV
W055,1993-03-30,1357.5,RPELEV
W037,1993-03-30,1356.6,Well Water Level
W051,1993-03-30,1358.1,Well Water Level
W055,1993-03-30,1349.9,Well Water Level
W075,1993-03-31,1372.8,RPELEV
W079,1993-03-31,1336.3,RPELEV
W086,1993-03-31,1345.7,RPELEV
W087,1993-03-31,1335.6,RPELEV
W092,1993-03-31,1358.4,RPELEV
W093,1993-03-31,1358.4,RPELEV
W075,1993-03-31,1358.6,Well Water Level
W079,1993-03-31,1329.5,Well Water Level
W086,1993-03-31,1330.8,Well Water Level
W087,1993-03-31,1332.1,Well Water Level
W092,1993-03-31,1342.2,Well Water Level
W093,1993-03-31,1342.1,Well Water Level
W037,1993-04-29,1360.5,RPELEV
W051,1993-04-29,1360.5,RPELEV
W055,1993-04-29,1357.5,RPELEV
W079,1993-04-29,1336.3,RPELEV
W086,1993-04-29,1345.7,RPELEV
W087,1993-04-29,1335.6,RPELEV
W092,1993-04-29,1358.4,RPELEV
W093,1993-04-29,1358.4,RPELEV
W037,1993-04-29,1355.6,Well Water Level
W051,1993-04-29,1356.2,Well Water Level
W055,1993-04-29,1348.4,Well Water Level
W079,1993-04-29,1329.1,Well Water Level
W086,1993-04-29,1329.1,Well Water Level
W087,1993-04-29,1330.9,Well Water Level
W092,1993-04-29,1345.8,Well Water Level
W093,1993-04-29,1345.7,Well Water Level
W037,1993-06-01,1360.5,RPELEV
W051,1993-06-01,1360.5,RPELEV
W055,1993-06-01,1357.5,RPELEV
W079,1993-06-01,1336.3,RPELEV
W086,1993-06-01,1345.7,RPELEV
W087,1993-06-01,1335.6,RPELEV
W092,1993-06-01,1358.4,RPELEV
W093,1993-06-01,1358.4,RPELEV
W037,1993-06-01,1354.8,Well Water Level
W051,1993-06-01,1355.2,Well Water Level
W055,1993-06-01,1347.4,Well Water Level
W079,1993-06-01,1328.2,Well Water Level
W086,1993-06-01,1326.3,Well Water Level
W087,1993-06-01,1330.1,Well Water Level
W092,1993-06-01,1346,Well Water Level
W093,1993-06-01,1345.8,Well Water Level
W037,1993-06-30,1360.5,RPELEV
W051,1993-06-30,1360.5,RPELEV
W055,1993-06-30,1357.5,RPELEV
W079,1993-06-30,1336.3,RPELEV
W086,1993-06-30,1345.7,RPELEV
W087,1993-06-30,1335.6,RPELEV
W092,1993-06-30,1358.4,RPELEV
W093,1993-06-30,1358.4,RPELEV
W037,1993-06-30,1351.7,Well Water Level
W051,1993-06-30,1348.5,Well Water Level
W055,1993-06-30,1334.1,Well Water Level
W079,1993-06-30,1315.5,Well Water Level
W086,1993-06-30,1323.7,Well Water Level
W087,1993-06-30,1329.3,Well Water Level
W092,1993-06-30,1346.4,Well Water Level
W093,1993-06-30,1341.3,Well Water Level
W037,1993-07-30,1360.5,RPELEV
W051,1993-07-30,1360.5,RPELEV
W055,1993-07-30,1357.5,RPELEV
W079,1993-07-30,1336.3,RPELEV
W086,1993-07-30,1345.7,RPELEV
W087,1993-07-30,1335.6,RPELEV
W092,1993-07-30,1358.4,RPELEV
W093,1993-07-30,1358.4,RPELEV
W037,1993-07-30,1342.2,Well Water Level
W051,1993-07-30,1347.8,Well Water Level
W055,1993-07-30,1308.6,Well Water Level
W079,1993-07-30,1307.8,Well Water Level
W086,1993-07-30,1306.1,Well Water Level
W087,1993-07-30,1325.3,Well Water Level
W092,1993-07-30,1331.1,Well Water Level
W093,1993-07-30,1330.3,Well Water Level
W037,1993-09-01,1360.5,RPELEV
W051,1993-09-01,1360.5,RPELEV
W055,1993-09-01,1357.5,RPELEV
W079,1993-09-01,1336.3,RPELEV
W086,1993-09-01,1345.7,RPELEV
W087,1993-09-01,1335.6,RPELEV
W092,1993-09-01,1358.4,RPELEV
W093,1993-09-01,1358.4,RPELEV
W037,1993-09-01,1341.7,Well Water Level
W051,1993-09-01,1345.2,Well Water Level
W055,1993-09-01,1319.7,Well Water Level
W079,1993-09-01,1316.7,Well Water Level
W086,1993-09-01,1316.8,Well Water Level
W087,1993-09-01,1322.5,Well Water Level
W092,1993-09-01,1323.8,Well Water Level
W093,1993-09-01,1323.6,Well Water Level
W037,1993-10-04,1360.5,RPELEV
W037,1993-10-04,1342.2,Well Water Level
W051,1993-10-27,1360.5,RPELEV
W055,1993-10-27,1357.5,RPELEV
W051,1993-10-27,1344,Well Water Level
W055,1993-10-27,1323.2,Well Water Level
W075,1993-10-28,1372.8,RPELEV
W075,1993-10-28,1345.5,Well Water Level
W079,1993-10-29,1336.3,RPELEV
W086,1993-10-29,1345.7,RPELEV
W087,1993-10-29,1335.6,RPELEV
W092,1993-10-29,1358.4,RPELEV
W093,1993-10-29,1358.4,RPELEV
W079,1993-10-29,1318.7,Well Water Level
W086,1993-10-29,1310.9,Well Water Level
W087,1993-10-29,1321.3,Well Water Level
W092,1993-10-29,1321.5,Well Water Level
W093,1993-10-29,1321.4,Well Water Level
W037,1993-12-15,1360.5,RPELEV
W051,1993-12-15,1360.5,RPELEV
W055,1993-12-15,1357.5,RPELEV
W079,1993-12-15,1336.3,RPELEV
W086,1993-12-15,1345.7,RPELEV
W087,1993-12-15,1335.6,RPELEV
W092,1993-12-15,1358.4,RPELEV
W093,1993-12-15,1358.4,RPELEV
W037,1993-12-15,1349.3,Well Water Level
W051,1993-12-15,1341.8,Well Water Level
W055,1993-12-15,1331.5,Well Water Level
W079,1993-12-15,1321.5,Well Water Level
W086,1993-12-15,1324.6,Well Water Level
W087,1993-12-15,1323.4,Well Water Level
W092,1993-12-15,1338.6,Well Water Level
W093,1993-12-15,1336.8,Well Water Level
W037,1994-01-05,1360.5,RPELEV
W051,1994-01-05,1360.5,RPELEV
W055,1994-01-05,1357.5,RPELEV
W079,1994-01-05,1336.3,RPELEV
W086,1994-01-05,1345.7,RPELEV
W087,1994-01-05,1335.6,RPELEV
W092,1994-01-05,1358.4,RPELEV
W093,1994-01-05,1358.4,RPELEV
W037,1994-01-05,1344.8,Well Water Level
W051,1994-01-05,1345.9,Well Water Level
W055,1994-01-05,1335.9,Well Water Level
W079,1994-01-05,1322.1,Well Water Level
W086,1994-01-05,1325.2,Well Water Level
W087,1994-01-05,1324.2,Well Water Level
W092,1994-01-05,1343,Well Water Level
W093,1994-01-05,1342.9,Well Water Level
W037,1994-02-09,1360.5,RPELEV
W051,1994-02-09,1360.5,RPELEV
W086,1994-02-09,1345.7,RPELEV
W087,1994-02-09,1335.6,RPELEV
W092,1994-02-09,1358.4,RPELEV
W093,1994-02-09,1358.4,RPELEV
W037,1994-02-09,1347.6,Well Water Level
W051,1994-02-09,1348.4,Well Water Level
W086,1994-02-09,1327.3,Well Water Level
W087,1994-02-09,1326.7,Well Water Level
W092,1994-02-09,1344.4,Well Water Level
W093,1994-02-09,1344.2,Well Water Level
W055,1994-02-14,1357.5,RPELEV
W079,1994-02-14,1336.3,RPELEV
W055,1994-02-14,1339,Well Water Level
W079,1994-02-14,1324.1,Well Water Level
W037,1994-03-01,1360.5,RPELEV
W051,1994-03-01,1360.5,RPELEV
W055,1994-03-01,1357.5,RPELEV
W079,1994-03-01,1336.3,RPELEV
W086,1994-03-01,1345.7,RPELEV
W087,1994-03-01,1335.6,RPELEV
W092,1994-03-01,1358.4,RPELEV
W093,1994-03-01,1358.4,RPELEV
W037,1994-03-01,1351.8,Well Water Level
W051,1994-03-01,1351.2,Well Water Level
W055,1994-03-01,1341.2,Well Water Level
W079,1994-03-01,1326,Well Water Level
W086,1994-03-01,1326.3,Well Water Level
W087,1994-03-01,1328.5,Well Water Level
W092,1994-03-01,1345,Well Water Level
W093,1994-03-01,1345,Well Water Level
W037,1994-03-31,1360.5,RPELEV
W051,1994-03-31,1360.5,RPELEV
W055,1994-03-31,1357.5,RPELEV
W037,1994-03-31,1352.5,Well Water Level
W051,1994-03-31,1352.5,Well Water Level
W055,1994-03-31,1341.9,Well Water Level
W075,1994-04-04,1372.8,RPELEV
W075,1994-04-04,1354.7,Well Water Level
W079,1994-04-05,1336.3,RPELEV
W086,1994-04-05,1345.7,RPELEV
W087,1994-04-05,1335.6,RPELEV
W092,1994-04-05,1358.4,RPELEV
W093,1994-04-05,1358.4,RPELEV
W079,1994-04-05,1325.9,Well Water Level
W086,1994-04-05,1328.3,Well Water Level
W087,1994-04-05,1329.3,Well Water Level
W092,1994-04-05,1345.5,Well Water Level
W093,1994-04-05,1345.3,Well Water Level
W037,1994-05-02,1360.5,RPELEV
W051,1994-05-02,1360.5,RPELEV
W086,1994-05-02,1345.7,RPELEV
W087,1994-05-02,1335.6,RPELEV
W092,1994-05-02,1358.4,RPELEV
W093,1994-05-02,1358.4,RPELEV
W037,1994-05-02,1352.3,Well Water Level
W051,1994-05-02,1353.4,Well Water Level
W086,1994-05-02,1332.7,Well Water Level
W087,1994-05-02,1329.3,Well Water Level
W092,1994-05-02,1345.4,Well Water Level
W093,1994-05-02,1345.5,Well Water Level
W055,1994-05-03,1357.5,RPELEV
W079,1994-05-03,1336.3,RPELEV
W055,1994-05-03,1345.3,Well Water Level
W079,1994-05-03,1326,Well Water Level
W037,1994-06-03,1360.5,RPELEV
W051,1994-06-03,1360.5,RPELEV
W055,1994-06-03,1357.5,RPELEV
W079,1994-06-03,1336.3,RPELEV
W086,1994-06-03,1345.7,RPELEV
W087,1994-06-03,1335.6,RPELEV
W092,1994-06-03,1358.4,RPELEV
W093,1994-06-03,1358.4,RPELEV
W037,1994-06-03,1350.9,Well Water Level
W051,1994-06-03,1349,Well Water Level
W055,1994-06-03,1340.2,Well Water Level
W079,1994-06-03,1320,Well Water Level
W086,1994-06-03,1311.8,Well Water Level
W087,1994-06-03,1324.3,Well Water Level
W092,1994-06-03,1339.5,Well Water Level
W093,1994-06-03,1340.8,Well Water Level
W037,1994-06-28,1360.5,RPELEV
W051,1994-06-28,1360.5,RPELEV
W055,1994-06-28,1357.5,RPELEV
W079,1994-06-28,1336.3,RPELEV
W086,1994-06-28,1345.7,RPELEV
W087,1994-06-28,1335.6,RPELEV
W092,1994-06-28,1358.4,RPELEV
W093,1994-06-28,1358.4,RPELEV
W037,1994-06-28,1346.9,Well Water Level
W051,1994-06-28,1345.6,Well Water Level
W055,1994-06-28,1314.1,Well Water Level
W079,1994-06-28,1309.8,Well Water Level
W086,1994-06-28,1321.2,Well Water Level
W087,1994-06-28,1325.4,Well Water Level
W092,1994-06-28,1332,Well Water Level
W093,1994-06-28,1330.7,Well Water Level
W037,1994-08-03,1360.5,RPELEV
W051,1994-08-03,1360.5,RPELEV
W055,1994-08-03,1357.5,RPELEV
W079,1994-08-03,1336.3,RPELEV
W086,1994-08-03,1345.7,RPELEV
W087,1994-08-03,1335.6,RPELEV
W092,1994-08-03,1358.4,RPELEV
W093,1994-08-03,1358.4,RPELEV
W037,1994-08-03,1340.8,Well Water Level
W051,1994-08-03,1341.4,Well Water Level
W055,1994-08-03,1290.5,Well Water Level
W079,1994-08-03,1299.6,Well Water Level
W086,1994-08-03,1316.9,Well Water Level
W087,1994-08-03,1322.4,Well Water Level
W092,1994-08-03,NA,Well Water Level
W093,1994-08-03,NA,Well Water Level
W037,1994-08-30,1360.5,RPELEV
W051,1994-08-30,1360.5,RPELEV
W055,1994-08-30,1357.5,RPELEV
W079,1994-08-30,1336.3,RPELEV
W086,1994-08-30,1345.7,RPELEV
W087,1994-08-30,1335.6,RPELEV
W092,1994-08-30,1358.4,RPELEV
W093,1994-08-30,1358.4,RPELEV
W037,1994-08-30,1339.9,Well Water Level
W051,1994-08-30,1340.9,Well Water Level
W055,1994-08-30,1309.2,Well Water Level
W079,1994-08-30,1312.5,Well Water Level
W086,1994-08-30,1307.8,Well Water Level
W087,1994-08-30,1320,Well Water Level
W092,1994-08-30,1318.8,Well Water Level
W093,1994-08-30,1318.8,Well Water Level
W037,1994-09-28,1360.5,RPELEV
W037,1994-09-28,1339.3,Well Water Level
W051,1994-09-29,1360.5,RPELEV
W055,1994-09-29,1357.5,RPELEV
W051,1994-09-29,1337.8,Well Water Level
W055,1994-09-29,1292.5,Well Water Level
W075,1994-10-03,1372.8,RPELEV
W075,1994-10-03,1335.8,Well Water Level
W079,1994-10-05,1336.3,RPELEV
W086,1994-10-05,1345.7,RPELEV
W087,1994-10-05,1335.6,RPELEV
W079,1994-10-05,1311.8,Well Water Level
W086,1994-10-05,1311.2,Well Water Level
W087,1994-10-05,1319.4,Well Water Level
W092,1994-10-06,1358.4,RPELEV
W093,1994-10-06,1358.4,RPELEV
W092,1994-10-06,1316.9,Well Water Level
W093,1994-10-06,1317.6,Well Water Level
W037,1994-10-31,1360.5,RPELEV
W051,1994-10-31,1360.5,RPELEV
W055,1994-10-31,1357.5,RPELEV
W079,1994-10-31,1336.3,RPELEV
W086,1994-10-31,1345.7,RPELEV
W087,1994-10-31,1335.6,RPELEV
W092,1994-10-31,1358.4,RPELEV
W093,1994-10-31,1358.4,RPELEV
W037,1994-10-31,1340.3,Well Water Level
W051,1994-10-31,1339.5,Well Water Level
W055,1994-10-31,1313.5,Well Water Level
W079,1994-10-31,1315.6,Well Water Level
W086,1994-10-31,1317,Well Water Level
W087,1994-10-31,1318.3,Well Water Level
W092,1994-10-31,1317.2,Well Water Level
W093,1994-10-31,1317,Well Water Level
W037,1994-11-29,1360.5,RPELEV
W051,1994-11-29,1360.5,RPELEV
W055,1994-11-29,1357.5,RPELEV
W079,1994-11-29,1336.3,RPELEV
W086,1994-11-29,1345.7,RPELEV
W087,1994-11-29,1335.6,RPELEV
W092,1994-11-29,1358.4,RPELEV
W093,1994-11-29,1358.4,RPELEV
W037,1994-11-29,1341.9,Well Water Level
W051,1994-11-29,1341.9,Well Water Level
W055,1994-11-29,1319.5,Well Water Level
W079,1994-11-29,1318.1,Well Water Level
W086,1994-11-29,1319.7,Well Water Level
W087,1994-11-29,1318.7,Well Water Level
W092,1994-11-29,1328,Well Water Level
W093,1994-11-29,1327.9,Well Water Level
W037,1994-12-28,1360.5,RPELEV
W051,1994-12-28,1360.5,RPELEV
W055,1994-12-28,1357.5,RPELEV
W079,1994-12-28,1336.3,RPELEV
W086,1994-12-28,1345.7,RPELEV
W087,1994-12-28,1335.6,RPELEV
W092,1994-12-28,1358.4,RPELEV
W093,1994-12-28,1358.4,RPELEV
W037,1994-12-28,1343.2,Well Water Level
W051,1994-12-28,NA,Well Water Level
W055,1994-12-28,1327.4,Well Water Level
W079,1994-12-28,1320.1,Well Water Level
W086,1994-12-28,1324.1,Well Water Level
W087,1994-12-28,1320.8,Well Water Level
W092,1994-12-28,1341.3,Well Water Level
W093,1994-12-28,1341.2,Well Water Level
W037,1995-02-03,1360.5,RPELEV
W051,1995-02-03,1360.5,RPELEV
W055,1995-02-03,1357.5,RPELEV
W075,1995-02-03,1372.8,RPELEV
W079,1995-02-03,1336.3,RPELEV
W086,1995-02-03,1345.7,RPELEV
W087,1995-02-03,1335.6,RPELEV
W092,1995-02-03,1358.4,RPELEV
W093,1995-02-03,1358.4,RPELEV
W037,1995-02-03,1358,Well Water Level
W051,1995-02-03,1359.6,Well Water Level
W055,1995-02-03,1352.7,Well Water Level
W075,1995-02-03,1363.3,Well Water Level
W079,1995-02-03,1330.9,Well Water Level
W086,1995-02-03,1333.8,Well Water Level
W087,1995-02-03,1334.3,Well Water Level
W092,1995-02-03,1347.5,Well Water Level
W093,1995-02-03,1347.4,Well Water Level
W037,1995-03-07,1360.5,RPELEV
W051,1995-03-07,1360.5,RPELEV
W055,1995-03-07,1357.5,RPELEV
W075,1995-03-07,1372.8,RPELEV
W079,1995-03-07,1336.3,RPELEV
W086,1995-03-07,1345.7,RPELEV
W087,1995-03-07,1335.6,RPELEV
W092,1995-03-07,1358.4,RPELEV
W093,1995-03-07,1358.4,RPELEV
W037,1995-03-07,1356.9,Well Water Level
W051,1995-03-07,1357.8,Well Water Level
W055,1995-03-07,1352.7,Well Water Level
W075,1995-03-07,1360.3,Well Water Level
W079,1995-03-07,1329.6,Well Water Level
W086,1995-03-07,1330.2,Well Water Level
W087,1995-03-07,1332.3,Well Water Level
W092,1995-03-07,1346.1,Well Water Level
W093,1995-03-07,1346.1,Well Water Level
W037,1995-04-14,1360.5,RPELEV
W037,1995-04-14,1356.8,Well Water Level
W051,1995-04-21,1360.5,RPELEV
W055,1995-04-21,1357.5,RPELEV
W051,1995-04-21,1357.5,Well Water Level
W055,1995-04-21,1349.3,Well Water Level
W075,1995-04-26,1372.8,RPELEV
W079,1995-04-26,1336.3,RPELEV
W086,1995-04-26,1345.7,RPELEV
W087,1995-04-26,1335.6,RPELEV
W092,1995-04-26,1358.4,RPELEV
W093,1995-04-26,1358.4,RPELEV
W075,1995-04-26,1359.2,Well Water Level
W079,1995-04-26,1329.4,Well Water Level
W086,1995-04-26,1331.1,Well Water Level
W087,1995-04-26,1332.1,Well Water Level
W092,1995-04-26,1346.2,Well Water Level
W093,1995-04-26,1346.3,Well Water Level
W037,1995-06-01,1360.5,RPELEV
W051,1995-06-01,1360.5,RPELEV
W055,1995-06-01,1357.5,RPELEV
W075,1995-06-01,1372.8,RPELEV
W079,1995-06-01,1336.3,RPELEV
W086,1995-06-01,1345.7,RPELEV
W087,1995-06-01,1335.6,RPELEV
W092,1995-06-01,1358.4,RPELEV
W093,1995-06-01,1358.4,RPELEV
W037,1995-06-01,1355.5,Well Water Level
W051,1995-06-01,1356.5,Well Water Level
W055,1995-06-01,1349.3,Well Water Level
W075,1995-06-01,1358.4,Well Water Level
W079,1995-06-01,1329,Well Water Level
W086,1995-06-01,1330.2,Well Water Level
W087,1995-06-01,1330.5,Well Water Level
W092,1995-06-01,1346,Well Water Level
W093,1995-06-01,1346.2,Well Water Level
W037,1995-07-06,1360.5,RPELEV
W051,1995-07-06,1360.5,RPELEV
W055,1995-07-06,1357.5,RPELEV
W075,1995-07-06,1372.8,RPELEV
W079,1995-07-06,1336.3,RPELEV
W086,1995-07-06,1345.7,RPELEV
W087,1995-07-06,1335.6,RPELEV
W092,1995-07-06,1358.4,RPELEV
W093,1995-07-06,1358.4,RPELEV
W037,1995-07-06,1351.1,Well Water Level
W051,1995-07-06,1350.8,Well Water Level
W055,1995-07-06,NA,Well Water Level
W075,1995-07-06,1353.4,Well Water Level
W079,1995-07-06,1314.4,Well Water Level
W086,1995-07-06,NA,Well Water Level
W087,1995-07-06,1328,Well Water Level
W092,1995-07-06,1344.4,Well Water Level
W093,1995-07-06,1344.2,Well Water Level
W037,1995-07-28,1360.5,RPELEV
W051,1995-07-28,1360.5,RPELEV
W055,1995-07-28,1357.5,RPELEV
W075,1995-07-28,1372.8,RPELEV
W079,1995-07-28,1336.3,RPELEV
W086,1995-07-28,1345.7,RPELEV
W087,1995-07-28,1335.6,RPELEV
W092,1995-07-28,1358.4,RPELEV
W093,1995-07-28,1358.4,RPELEV
W037,1995-07-28,1347.2,Well Water Level
W051,1995-07-28,1349.4,Well Water Level
W055,1995-07-28,1328.7,Well Water Level
W075,1995-07-28,1350.8,Well Water Level
W079,1995-07-28,1314.1,Well Water Level
W086,1995-07-28,1324.9,Well Water Level
W087,1995-07-28,1326.7,Well Water Level
W092,1995-07-28,1337.4,Well Water Level
W093,1995-07-28,1337.3,Well Water Level
W037,1995-08-30,1360.5,RPELEV
W051,1995-08-30,1360.5,RPELEV
W055,1995-08-30,1357.5,RPELEV
W075,1995-08-30,1372.8,RPELEV
W079,1995-08-30,1336.3,RPELEV
W086,1995-08-30,1345.7,RPELEV
W087,1995-08-30,1335.6,RPELEV
W092,1995-08-30,1358.4,RPELEV
W093,1995-08-30,1358.4,RPELEV
W037,1995-08-30,1344.8,Well Water Level
W051,1995-08-30,1348.1,Well Water Level
W055,1995-08-30,1328.9,Well Water Level
W075,1995-08-30,1349.6,Well Water Level
W079,1995-08-30,1319.8,Well Water Level
W086,1995-08-30,1319.9,Well Water Level
W087,1995-08-30,1324.9,Well Water Level
W092,1995-08-30,1330.1,Well Water Level
W093,1995-08-30,1329.6,Well Water Level
W037,1995-10-10,1360.5,RPELEV
W037,1995-10-10,1344.5,Well Water Level
W051,1995-10-11,1360.5,RPELEV
W055,1995-10-11,1357.5,RPELEV
W051,1995-10-11,1343.5,Well Water Level
W055,1995-10-11,NA,Well Water Level
W075,1995-10-13,1372.8,RPELEV
W079,1995-10-13,1336.3,RPELEV
W086,1995-10-13,1345.7,RPELEV
W087,1995-10-13,1335.6,RPELEV
W092,1995-10-13,1358.4,RPELEV
W093,1995-10-13,1358.4,RPELEV
W075,1995-10-13,1347.4,Well Water Level
W079,1995-10-13,1316.3,Well Water Level
W086,1995-10-13,1322.2,Well Water Level
W087,1995-10-13,1323.2,Well Water Level
W092,1995-10-13,1325.4,Well Water Level
W093,1995-10-13,1325.3,Well Water Level
W037,1995-11-17,1360.5,RPELEV
W051,1995-11-17,1360.5,RPELEV
W055,1995-11-17,1357.5,RPELEV
W075,1995-11-17,1372.8,RPELEV
W079,1995-11-17,1336.3,RPELEV
W086,1995-11-17,1345.7,RPELEV
W087,1995-11-17,1335.6,RPELEV
W092,1995-11-17,1358.4,RPELEV
W093,1995-11-17,1358.4,RPELEV
W037,1995-11-17,1344.1,Well Water Level
W051,1995-11-17,1345.6,Well Water Level
W055,1995-11-17,1333.3,Well Water Level
W075,1995-11-17,1350.4,Well Water Level
W079,1995-11-17,1324.1,Well Water Level
W086,1995-11-17,1323.7,Well Water Level
W087,1995-11-17,1323.8,Well Water Level
W092,1995-11-17,1330.2,Well Water Level
W093,1995-11-17,1330,Well Water Level
W037,1995-12-01,1360.5,RPELEV
W051,1995-12-01,1360.5,RPELEV
W055,1995-12-01,1357.5,RPELEV
W075,1995-12-01,1372.8,RPELEV
W079,1995-12-01,1336.3,RPELEV
W086,1995-12-01,1345.7,RPELEV
W087,1995-12-01,1335.6,RPELEV
W092,1995-12-01,1358.4,RPELEV
W093,1995-12-01,1358.4,RPELEV
W037,1995-12-01,1344.9,Well Water Level
W051,1995-12-01,1345.9,Well Water Level
W055,1995-12-01,1334.9,Well Water Level
W075,1995-12-01,1350.7,Well Water Level
W079,1995-12-01,1322.2,Well Water Level
W086,1995-12-01,1324.6,Well Water Level
W087,1995-12-01,1324.1,Well Water Level
W092,1995-12-01,1332,Well Water Level
W093,1995-12-01,1331.8,Well Water Level
W037,1995-12-27,1360.5,RPELEV
W051,1995-12-27,1360.5,RPELEV
W055,1995-12-27,1357.5,RPELEV
W075,1995-12-27,1372.8,RPELEV
W079,1995-12-27,1336.3,RPELEV
W086,1995-12-27,1345.7,RPELEV
W087,1995-12-27,1335.6,RPELEV
W092,1995-12-27,1358.4,RPELEV
W093,1995-12-27,1358.4,RPELEV
W037,1995-12-27,1347.1,Well Water Level
W051,1995-12-27,1347,Well Water Level
W055,1995-12-27,1338.3,Well Water Level
W075,1995-12-27,1354.9,Well Water Level
W079,1995-12-27,1324.3,Well Water Level
W086,1995-12-27,1326.5,Well Water Level
W087,1995-12-27,1326.7,Well Water Level
W092,1995-12-27,1338.3,Well Water Level
W093,1995-12-27,1338.4,Well Water Level
W037,1996-02-02,1360.5,RPELEV
W051,1996-02-02,1360.5,RPELEV
W055,1996-02-02,1357.5,RPELEV
W075,1996-02-02,1372.8,RPELEV
W079,1996-02-02,1336.3,RPELEV
W086,1996-02-02,1345.7,RPELEV
W087,1996-02-02,1335.6,RPELEV
W092,1996-02-02,1358.4,RPELEV
W093,1996-02-02,1358.4,RPELEV
W037,1996-02-02,1356.1,Well Water Level
W051,1996-02-02,1358.8,Well Water Level
W055,1996-02-02,NA,Well Water Level
W075,1996-02-02,1361,Well Water Level
W079,1996-02-02,1329.4,Well Water Level
W086,1996-02-02,1331.1,Well Water Level
W087,1996-02-02,1333.2,Well Water Level
W092,1996-02-02,1343,Well Water Level
W093,1996-02-02,1343,Well Water Level
W037,1996-02-26,1360.5,RPELEV
W051,1996-02-26,1360.5,RPELEV
W055,1996-02-26,1357.5,RPELEV
W075,1996-02-26,1372.8,RPELEV
W079,1996-02-26,1336.3,RPELEV
W086,1996-02-26,1345.7,RPELEV
W087,1996-02-26,1335.6,RPELEV
W092,1996-02-26,1358.4,RPELEV
W093,1996-02-26,1358.4,RPELEV
W037,1996-02-26,1358.1,Well Water Level
W051,1996-02-26,1359.5,Well Water Level
W055,1996-02-26,1353.5,Well Water Level
W075,1996-02-26,1362.6,Well Water Level
W079,1996-02-26,1331.2,Well Water Level
W086,1996-02-26,1333.3,Well Water Level
W087,1996-02-26,1333.9,Well Water Level
W092,1996-02-26,1344.8,Well Water Level
W093,1996-02-26,1344.9,Well Water Level
W037,1996-04-08,1360.5,RPELEV
W037,1996-04-08,1356.7,Well Water Level
W051,1996-04-09,1360.5,RPELEV
W055,1996-04-09,1357.5,RPELEV
W051,1996-04-09,1357.9,Well Water Level
W055,1996-04-09,1351.4,Well Water Level
W075,1996-04-10,1372.8,RPELEV
W079,1996-04-10,1336.3,RPELEV
W086,1996-04-10,1345.7,RPELEV
W087,1996-04-10,1335.6,RPELEV
W092,1996-04-10,1358.4,RPELEV
W093,1996-04-10,1358.4,RPELEV
W075,1996-04-10,1359.2,Well Water Level
W079,1996-04-10,1329.6,Well Water Level
W086,1996-04-10,1330.8,Well Water Level
W087,1996-04-10,1331.8,Well Water Level
W092,1996-04-10,1346.3,Well Water Level
W093,1996-04-10,1346,Well Water Level
W037,1996-04-30,1360.5,RPELEV
W051,1996-04-30,1360.5,RPELEV
W055,1996-04-30,1357.5,RPELEV
W075,1996-04-30,1372.8,RPELEV
W079,1996-04-30,1336.3,RPELEV
W086,1996-04-30,1345.7,RPELEV
W087,1996-04-30,1335.6,RPELEV
W092,1996-04-30,1358.4,RPELEV
W093,1996-04-30,1358.4,RPELEV
W037,1996-04-30,1356.3,Well Water Level
W051,1996-04-30,1357.3,Well Water Level
